SUMLEV,COUNTY,STNAME,CTYNAME,POP2020
50,153,Indiana,Sullivan County,20578
50,155,Indiana,Switzerland County,10724
50,157,Indiana,Tippecanoe County,196115
50,159,Indiana,Tipton County,15227
50,161,Indiana,Union County,7119
50,163,Indiana,Vanderburgh County,182447
50,165,Indiana,Vermillion County,15329
50,167,Indiana,Vigo County,106608
50,169,Indiana,Wabash County,30784
50,171,Indiana,Warren County,8194
50,173,Indiana,Warrick County,63269
50,175,Indiana,Washington County,28213
50,177,Indiana,Wayne County,65778
50,179,Indiana,Wells County,28142
50,181,Indiana,White County,24165
50,183,Indiana,Whitley County,34378
50,1,Iowa,Adair County,7059
50,3,Iowa,Adams County,3588
50,5,Iowa,Allamakee County,13642
50,7,Iowa,Appanoose County,12430
50,9,Iowa,Audubon County,5481
50,11,Iowa,Benton County,25414
50,13,Iowa,Black Hawk County,130786
50,15,Iowa,Boone County,26277
50,17,Iowa,Bremer County,25311
50,19,Iowa,Buchanan County,21287
50,21,Iowa,Buena Vista County,19772
50,23,Iowa,Butler County,14333
50,25,Iowa,Calhoun County,9473
50,27,Iowa,Carroll County,19914
50,29,Iowa,Cass County,12817
50,31,Iowa,Cedar County,18485
50,33,Iowa,Cerro Gordo County,42103
50,35,Iowa,Cherokee County,11190
50,37,Iowa,Chickasaw County,11834
50,39,Iowa,Clarke County,9353
50,41,Iowa,Clay County,15976
50,43,Iowa,Clayton County,17321
50,45,Iowa,Clinton County,46392
50,47,Iowa,Crawford County,16834
50,49,Iowa,Dallas County,96963
50,51,Iowa,Davis County,9051
50,53,Iowa,Decatur County,7769
50,55,Iowa,Delaware County,16937
50,57,Iowa,Des Moines County,38708
50,59,Iowa,Dickinson County,17549
50,61,Iowa,Dubuque County,97590
50,63,Iowa,Emmet County,9095
50,65,Iowa,Fayette County,19258
50,67,Iowa,Floyd County,15480
50,69,Iowa,Franklin County,9971
50,71,Iowa,Fremont County,6729
50,73,Iowa,Greene County,8795
50,75,Iowa,Grundy County,12217
50,77,Iowa,Guthrie County,10737
50,79,Iowa,Hamilton County,14716
50,81,Iowa,Hancock County,10507
50,83,Iowa,Hardin County,16575
50,85,Iowa,Harrison County,13928
50,87,Iowa,Henry County,19697
50,89,Iowa,Howard County,9176
50,91,Iowa,Humboldt County,9473
50,93,Iowa,Ida County,6833
50,95,Iowa,Iowa County,16138
50,97,Iowa,Jackson County,19205
50,99,Iowa,Jasper County,37148
50,101,Iowa,Jefferson County,18347
50,103,Iowa,Johnson County,153740
50,105,Iowa,Jones County,20617
50,107,Iowa,Keokuk County,10085
50,109,Iowa,Kossuth County,14680
50,111,Iowa,Lee County,33480
50,113,Iowa,Linn County,227854
50,115,Iowa,Louisa County,11011
50,117,Iowa,Lucas County,8518
50,119,Iowa,Lyon County,11756
50,121,Iowa,Madison County,16521
50,123,Iowa,Mahaska County,22370
50,125,Iowa,Marion County,33168
50,127,Iowa,Marshall County,39495
50,129,Iowa,Mills County,14766
50,131,Iowa,Mitchell County,10647
50,133,Iowa,Monona County,8598
50,135,Iowa,Monroe County,7770
50,137,Iowa,Montgomery County,9935
50,139,Iowa,Muscatine County,42394
50,141,Iowa,O'Brien County,13679
50,143,Iowa,Osceola County,5987
50,145,Iowa,Page County,15073
50,147,Iowa,Palo Alto County,8845
50,149,Iowa,Plymouth County,25219
50,151,Iowa,Pocahontas County,6607
50,153,Iowa,Polk County,494281
50,155,Iowa,Pottawattamie County,93328
50,157,Iowa,Poweshiek County,18381
50,159,Iowa,Ringgold County,4801
50,161,Iowa,Sac County,9603
50,163,Iowa,Scott County,173216
50,165,Iowa,Shelby County,11430
50,167,Iowa,Sioux County,35043
50,169,Iowa,Story County,98237
50,171,Iowa,Tama County,16801
50,173,Iowa,Taylor County,6092
50,175,Iowa,Union County,12157
50,177,Iowa,Van Buren County,7069
50,179,Iowa,Wapello County,34985
50,181,Iowa,Warren County,52265
50,183,Iowa,Washington County,21992
50,185,Iowa,Wayne County,6415
50,187,Iowa,Webster County,35934
50,189,Iowa,Winnebago County,10277
50,191,Iowa,Winneshiek County,19862
50,193,Iowa,Woodbury County,103138
50,195,Iowa,Worth County,7359
50,197,Iowa,Wright County,12416
50,1,Kansas,Allen County,12399
50,3,Kansas,Anderson County,7949
50,5,Kansas,Atchison County,16015
50,7,Kansas,Barber County,4358
50,9,Kansas,Barton County,25658
50,11,Kansas,Bourbon County,14435
50,13,Kansas,Brown County,9482
50,15,Kansas,Butler County,66992
50,17,Kansas,Chase County,2586
50,19,Kansas,Chautauqua County,3230
50,21,Kansas,Cherokee County,19681
50,23,Kansas,Cheyenne County,2600
50,25,Kansas,Clark County,1963
50,27,Kansas,Clay County,8025
50,29,Kansas,Cloud County,8642
50,31,Kansas,Coffey County,8158
50,33,Kansas,Comanche County,1690
50,35,Kansas,Cowley County,34628
50,37,Kansas,Crawford County,38730
50,39,Kansas,Decatur County,2776
50,41,Kansas,Dickinson County,18266
50,43,Kansas,Doniphan County,7496
50,45,Kansas,Douglas County,122530
50,47,Kansas,Edwards County,2750
50,49,Kansas,Elk County,2507
50,51,Kansas,Ellis County,28671
50,53,Kansas,Ellsworth County,6034
50,55,Kansas,Finney County,35917
50,57,Kansas,Ford County,33094
50,59,Kansas,Franklin County,25703
50,61,Kansas,Geary County,32218
50,63,Kansas,Gove County,2621
50,65,Kansas,Graham County,2389
50,67,Kansas,Grant County,7077
50,69,Kansas,Gray County,5954
50,71,Kansas,Greeley County,1196
50,73,Kansas,Greenwood County,5868
50,75,Kansas,Hamilton County,2425
50,77,Kansas,Harper County,5336
50,79,Kansas,Harvey County,34291
50,81,Kansas,Haskell County,3923
50,83,Kansas,Hodgeman County,1779
50,85,Kansas,Jackson County,13171
50,87,Kansas,Jefferson County,19032
50,89,Kansas,Jewell County,2833
50,91,Kansas,Johnson County,607220
50,93,Kansas,Kearny County,3745
50,95,Kansas,Kingman County,6974
50,97,Kansas,Kiowa County,2456
50,99,Kansas,Labette County,19586
50,101,Kansas,Lane County,1518
50,103,Kansas,Leavenworth County,82246
50,105,Kansas,Lincoln County,2986
50,107,Kansas,Linn County,9654
50,109,Kansas,Logan County,2732
50,111,Kansas,Lyon County,33045
50,113,Kansas,McPherson County,28448
50,115,Kansas,Marion County,11652
50,117,Kansas,Marshall County,9652
50,119,Kansas,Meade County,4029
50,121,Kansas,Miami County,34334
50,123,Kansas,Mitchell County,5879
50,125,Kansas,Montgomery County,31502
50,127,Kansas,Morris County,5559
50,129,Kansas,Morton County,2538
50,131,Kansas,Nemaha County,10121
50,133,Kansas,Neosho County,15929
50,135,Kansas,Ness County,2768
50,137,Kansas,Norton County,5328
50,139,Kansas,Osage County,15770
50,141,Kansas,Osborne County,3439
50,143,Kansas,Ottawa County,5712
50,145,Kansas,Pawnee County,6366
50,147,Kansas,Phillips County,5181
50,149,Kansas,Pottawatomie County,24722
50,151,Kansas,Pratt County,9127
50,153,Kansas,Rawlins County,2511
50,155,Kansas,Reno County,61793
50,157,Kansas,Republic County,4536
50,159,Kansas,Rice County,9362
50,161,Kansas,Riley County,73202
50,163,Kansas,Rooks County,4827
50,165,Kansas,Rush County,2947
50,167,Kansas,Russell County,6804
50,169,Kansas,Saline County,53926
50,171,Kansas,Scott County,4790
50,173,Kansas,Sedgwick County,519907
50,175,Kansas,Seward County,21038
50,177,Kansas,Shawnee County,175999
50,179,Kansas,Sheridan County,2520
50,181,Kansas,Sherman County,5777
50,183,Kansas,Smith County,3544
50,185,Kansas,Stafford County,4046
50,187,Kansas,Stanton County,1969
50,189,Kansas,Stevens County,5388
50,191,Kansas,Sumner County,22578
50,193,Kansas,Thomas County,7702
50,195,Kansas,Trego County,2758
50,197,Kansas,Wabaunsee County,6906
50,199,Kansas,Wallace County,1536
50,201,Kansas,Washington County,5427
50,203,Kansas,Wichita County,2074
50,205,Kansas,Wilson County,8362
50,207,Kansas,Woodson County,3015
50,209,Kansas,Wyandotte County,165265
50,1,Kentucky,Adair County,19555
50,3,Kentucky,Allen County,21303
50,5,Kentucky,Anderson County,22833
50,7,Kentucky,Ballard County,7769
50,9,Kentucky,Barren County,44300
50,11,Kentucky,Bath County,12481
50,13,Kentucky,Bell County,25482
50,15,Kentucky,Boone County,135396
50,17,Kentucky,Bourbon County,19901
50,19,Kentucky,Boyd County,46516
50,21,Kentucky,Boyle County,30367
50,23,Kentucky,Bracken County,8286
50,25,Kentucky,Breathitt County,12550
50,27,Kentucky,Breckinridge County,20537
50,29,Kentucky,Bullitt County,82182
50,31,Kentucky,Butler County,12703
50,33,Kentucky,Caldwell County,12687
50,35,Kentucky,Calloway County,39300
50,37,Kentucky,Campbell County,94020
50,39,Kentucky,Carlisle County,4692
50,41,Kentucky,Carroll County,10730
50,43,Kentucky,Carter County,26542
50,45,Kentucky,Casey County,16066
50,47,Kentucky,Christian County,71478
50,49,Kentucky,Clark County,36463
50,51,Kentucky,Clay County,19631
50,53,Kentucky,Clinton County,10110
50,55,Kentucky,Crittenden County,8847
50,57,Kentucky,Cumberland County,6523
50,59,Kentucky,Daviess County,101978
50,61,Kentucky,Edmonson County,12235
50,63,Kentucky,Elliott County,7372
50,65,Kentucky,Estill County,14109
50,67,Kentucky,Fayette County,324735
50,69,Kentucky,Fleming County,14603
50,71,Kentucky,Floyd County,34974
50,73,Kentucky,Franklin County,51118
50,75,Kentucky,Fulton County,5952
50,77,Kentucky,Gallatin County,8779
50,79,Kentucky,Garrard County,17719
50,81,Kentucky,Grant County,25387
50,83,Kentucky,Graves County,36818
50,85,Kentucky,Grayson County,26480
50,87,Kentucky,Green County,10995
50,89,Kentucky,Greenup County,34865
50,91,Kentucky,Hancock County,8742
50,93,Kentucky,Hardin County,111309
50,95,Kentucky,Harlan County,25566
50,97,Kentucky,Harrison County,18920
50,99,Kentucky,Hart County,19013
50,101,Kentucky,Henderson County,44740
50,103,Kentucky,Henry County,16067
50,105,Kentucky,Hickman County,4364
50,107,Kentucky,Hopkins County,44662
50,109,Kentucky,Jackson County,13340
50,111,Kentucky,Jefferson County,767452
50,113,Kentucky,Jessamine County,54057
50,115,Kentucky,Johnson County,22002
50,117,Kentucky,Kenton County,167949
50,119,Kentucky,Knott County,14512
50,121,Kentucky,Knox County,31022
50,123,Kentucky,Larue County,14431
50,125,Kentucky,Laurel County,61238
50,127,Kentucky,Lawrence County,15436
50,129,Kentucky,Lee County,7268
50,131,Kentucky,Leslie County,9637
50,133,Kentucky,Letcher County,21213
50,135,Kentucky,Lewis County,13262
50,137,Kentucky,Lincoln County,24466
50,139,Kentucky,Livingston County,9041
50,141,Kentucky,Logan County,27416
50,143,Kentucky,Lyon County,8133
50,145,Kentucky,McCracken County,65644
50,147,Kentucky,McCreary County,17071
50,149,Kentucky,McLean County,9075
50,151,Kentucky,Madison County,94265
50,153,Kentucky,Magoffin County,12017
50,155,Kentucky,Marion County,19314
50,157,Kentucky,Marshall County,31163
50,159,Kentucky,Martin County,11031
50,161,Kentucky,Mason County,17035
50,163,Kentucky,Meade County,28616
50,165,Kentucky,Menifee County,6502
50,167,Kentucky,Mercer County,21889
50,169,Kentucky,Metcalfe County,10058
50,171,Kentucky,Monroe County,10549
50,173,Kentucky,Montgomery County,28186
50,175,Kentucky,Morgan County,13142
50,177,Kentucky,Muhlenberg County,30457
50,179,Kentucky,Nelson County,46450
50,181,Kentucky,Nicholas County,7234
50,183,Kentucky,Ohio County,23899
50,185,Kentucky,Oldham County,66999
50,187,Kentucky,Owen County,11017
50,189,Kentucky,Owsley County,4331
50,191,Kentucky,Pendleton County,14586
50,193,Kentucky,Perry County,25456
50,195,Kentucky,Pike County,57057
50,197,Kentucky,Powell County,12218
50,199,Kentucky,Pulaski County,65530
50,201,Kentucky,Robertson County,2136
50,203,Kentucky,Rockcastle County,16750
50,205,Kentucky,Rowan County,24682
50,207,Kentucky,Russell County,17998
50,209,Kentucky,Scott County,58470
50,211,Kentucky,Shelby County,49611
50,213,Kentucky,Simpson County,18635
50,215,Kentucky,Spencer County,19585
50,217,Kentucky,Taylor County,25707
50,219,Kentucky,Todd County,12448
50,221,Kentucky,Trigg County,14776
50,223,Kentucky,Trimble County,8481
50,225,Kentucky,Union County,14443
50,227,Kentucky,Warren County,134510
50,229,Kentucky,Washington County,12147
50,231,Kentucky,Wayne County,20209
50,233,Kentucky,Webster County,12923
50,235,Kentucky,Whitley County,36451
50,237,Kentucky,Wolfe County,7106
50,239,Kentucky,Woodford County,26765
50,1,Louisiana,Acadia Parish,61918
50,3,Louisiana,Allen Parish,25440
50,5,Louisiana,Ascension Parish,128665
50,7,Louisiana,Assumption Parish,21621
50,9,Louisiana,Avoyelles Parish,39966
50,11,Louisiana,Beauregard Parish,37881
50,13,Louisiana,Bienville Parish,12983
50,15,Louisiana,Bossier Parish,127275
50,17,Louisiana,Caddo Parish,237479
50,19,Louisiana,Calcasieu Parish,203310
50,21,Louisiana,Caldwell Parish,9839
50,23,Louisiana,Cameron Parish,7003
50,25,Louisiana,Catahoula Parish,9226
50,27,Louisiana,Claiborne Parish,15508
50,29,Louisiana,Concordia Parish,18914
50,31,Louisiana,De Soto Parish,27650
50,33,Louisiana,East Baton Rouge Parish,439729
50,35,Louisiana,East Carroll Parish,6589
50,37,Louisiana,East Feliciana Parish,18882
50,39,Louisiana,Evangeline Parish,33276
50,41,Louisiana,Franklin Parish,19723
50,43,Louisiana,Grant Parish,22254
50,45,Louisiana,Iberia Parish,68991
50,47,Louisiana,Iberville Parish,32070
50,49,Louisiana,Jackson Parish,15574
50,51,Louisiana,Jefferson Parish,432346
50,53,Louisiana,Jefferson Davis Parish,31208
50,55,Louisiana,Lafayette Parish,246518
50,57,Louisiana,Lafourche Parish,97596
50,59,Louisiana,LaSalle Parish,15021
50,61,Louisiana,Lincoln Parish,46552
50,63,Louisiana,Livingston Parish,143737
50,65,Louisiana,Madison Parish,10635
50,67,Louisiana,Morehouse Parish,24227
50,69,Louisiana,Natchitoches Parish,37655
50,71,Louisiana,Orleans Parish,389476
50,73,Louisiana,Ouachita Parish,152439
50,75,Louisiana,Plaquemines Parish,23113
50,77,Louisiana,Pointe Coupee Parish,21529
50,79,Louisiana,Rapides Parish,128567
50,81,Louisiana,Red River Parish,8286
50,83,Louisiana,Richland Parish,20014
50,85,Louisiana,Sabine Parish,23803
50,87,Louisiana,St. Bernard Parish,47647
50,89,Louisiana,St. Charles Parish,52987
50,91,Louisiana,St. Helena Parish,10081
50,93,Louisiana,St. James Parish,20727
50,95,Louisiana,St. John the Baptist Parish,42516
50,97,Louisiana,St. Landry Parish,81440
50,99,Louisiana,St. Martin Parish,52954
50,101,Louisiana,St. Mary Parish,48330
50,103,Louisiana,St. Tammany Parish,263446
50,105,Louisiana,Tangipahoa Parish,136765
50,107,Louisiana,Tensas Parish,4178
50,109,Louisiana,Terrebonne Parish,109859
50,111,Louisiana,Union Parish,22170
50,113,Louisiana,Vermilion Parish,59378
50,115,Louisiana,Vernon Parish,47894
50,117,Louisiana,Washington Parish,45773
50,119,Louisiana,Webster Parish,37943
50,121,Louisiana,West Baton Rouge Parish,26792
50,123,Louisiana,West Carroll Parish,10646
50,125,Louisiana,West Feliciana Parish,15465
50,127,Louisiana,Winn Parish,13839
50,1,Maine,Androscoggin County,108547
50,3,Maine,Aroostook County,66804
50,5,Maine,Cumberland County,298111
50,7,Maine,Franklin County,29986
50,9,Maine,Hancock County,55088
50,11,Maine,Kennebec County,122955
50,13,Maine,Knox County,39951
50,15,Maine,Lincoln County,34775
50,17,Maine,Oxford County,58132
50,19,Maine,Penobscot County,151655
50,21,Maine,Piscataquis County,16996
50,23,Maine,Sagadahoc County,36044
50,25,Maine,Somerset County,50635
50,27,Maine,Waldo County,39923
50,29,Maine,Washington County,31473
50,31,Maine,York County,209066
50,1,Maryland,Allegany County,70057
50,3,Maryland,Anne Arundel County,582777
50,5,Maryland,Baltimore County,826017
50,9,Maryland,Calvert County,93072
50,11,Maryland,Caroline County,33492
50,13,Maryland,Carroll County,169092
50,15,Maryland,Cecil County,103419
50,17,Maryland,Charles County,164436
50,19,Maryland,Dorchester County,31853
50,21,Maryland,Frederick County,265161
50,23,Maryland,Garrett County,28852
50,25,Maryland,Harford County,256805
50,27,Maryland,Howard County,328200
50,29,Maryland,Kent County,19192
50,31,Maryland,Montgomery County,1051816
50,33,Maryland,Prince George's County,909612
50,35,Maryland,Queen Anne's County,51167
50,37,Maryland,St. Mary's County,114687
50,39,Maryland,Somerset County,25453
50,41,Maryland,Talbot County,36972
50,43,Maryland,Washington County,151146
50,45,Maryland,Wicomico County,103990
50,47,Maryland,Worcester County,52403
50,510,Maryland,Baltimore city,586131
50,1,Massachusetts,Barnstable County,213164
50,3,Massachusetts,Berkshire County,124571
50,5,Massachusetts,Bristol County,566765
50,7,Massachusetts,Dukes County,17461
50,9,Massachusetts,Essex County,791263
50,11,Massachusetts,Franklin County,70267
50,13,Massachusetts,Hampden County,463986
50,15,Massachusetts,Hampshire County,161401
50,17,Massachusetts,Middlesex County,1609379
50,19,Massachusetts,Nantucket County,11376
50,21,Massachusetts,Norfolk County,709409
50,23,Massachusetts,Plymouth County,523738
50,25,Massachusetts,Suffolk County,801582
50,27,Massachusetts,Worcester County,829212
50,1,Michigan,Alcona County,10505
50,3,Michigan,Alger County,9015
50,5,Michigan,Allegan County,118927
50,7,Michigan,Alpena County,28238
50,9,Michigan,Antrim County,23449
50,11,Michigan,Arenac County,14953
50,13,Michigan,Baraga County,8164
50,15,Michigan,Barry County,62061
50,17,Michigan,Bay County,102387
50,19,Michigan,Benzie County,17852
50,21,Michigan,Berrien County,153025
50,23,Michigan,Branch County,43424
50,25,Michigan,Calhoun County,133580
50,27,Michigan,Cass County,51584
50,29,Michigan,Charlevoix County,26105
50,31,Michigan,Cheboygan County,25365
50,33,Michigan,Chippewa County,36958
50,35,Michigan,Clare County,30771
50,37,Michigan,Clinton County,79753
50,39,Michigan,Crawford County,13981
50,41,Michigan,Delta County,35612
50,43,Michigan,Dickinson County,25112
50,45,Michigan,Eaton County,110148
50,47,Michigan,Emmet County,33342
50,49,Michigan,Genesee County,404794
50,51,Michigan,Gladwin County,25424
50,53,Michigan,Gogebic County,13842
50,55,Michigan,Grand Traverse County,93592
50,57,Michigan,Gratiot County,40283
50,59,Michigan,Hillsdale County,45658
50,61,Michigan,Houghton County,35126
50,63,Michigan,Huron County,30653
50,65,Michigan,Ingham County,290609
50,67,Michigan,Ionia County,64553
50,69,Michigan,Iosco County,25140
50,71,Michigan,Iron County,11066
50,73,Michigan,Isabella County,69504
50,75,Michigan,Jackson County,156920
50,77,Michigan,Kalamazoo County,265988
50,79,Michigan,Kalkaska County,18003
50,81,Michigan,Kent County,658708
50,83,Michigan,Keweenaw County,2119
50,85,Michigan,Lake County,11587
50,87,Michigan,Lapeer County,87635
50,89,Michigan,Leelanau County,21743
50,91,Michigan,Lenawee County,97808
50,93,Michigan,Livingston County,192335
50,95,Michigan,Luce County,6126
50,97,Michigan,Mackinac County,10839
50,99,Michigan,Macomb County,870791
50,101,Michigan,Manistee County,24738
50,103,Michigan,Marquette County,65834
50,105,Michigan,Mason County,29164
50,107,Michigan,Mecosta County,43907
50,109,Michigan,Menominee County,22608
50,111,Michigan,Midland County,83441
50,113,Michigan,Missaukee County,15152
50,115,Michigan,Monroe County,150568
50,117,Michigan,Montcalm County,63476
50,119,Michigan,Montmorency County,9337
50,121,Michigan,Muskegon County,173883
50,123,Michigan,Newaygo County,49348
50,125,Michigan,Oakland County,1253459
50,127,Michigan,Oceana County,26819
50,129,Michigan,Ogemaw County,20923
50,131,Michigan,Ontonagon County,5656
50,133,Michigan,Osceola County,23466
50,135,Michigan,Oscoda County,8368
50,137,Michigan,Otsego County,24765
50,139,Michigan,Ottawa County,294635
50,141,Michigan,Presque Isle County,12665
50,143,Michigan,Roscommon County,23986
50,145,Michigan,Saginaw County,189868
50,147,Michigan,St. Clair County,159293
50,149,Michigan,St. Joseph County,60848
50,151,Michigan,Sanilac County,40747
50,153,Michigan,Schoolcraft County,8104
50,155,Michigan,Shiawassee County,67738
50,157,Michigan,Tuscola County,52289
50,159,Michigan,Van Buren County,75474
50,161,Michigan,Washtenaw County,366473
50,163,Michigan,Wayne County,1740623
50,165,Michigan,Wexford County,33743
50,1,Minnesota,Aitkin County,15848
50,3,Minnesota,Anoka County,359921
50,5,Minnesota,Becker County,34456
50,7,Minnesota,Beltrami County,47442
50,9,Minnesota,Benton County,40958
50,11,Minnesota,Big Stone County,4923
50,13,Minnesota,Blue Earth County,68241
50,15,Minnesota,Brown County,24846
50,17,Minnesota,Carlton County,35769
50,19,Minnesota,Carver County,106565
50,21,Minnesota,Cass County,29928
50,23,Minnesota,Chippewa County,11758
50,25,Minnesota,Chisago County,56794
50,27,Minnesota,Clay County,64690
50,29,Minnesota,Clearwater County,9017
50,31,Minnesota,Cook County,5417
50,33,Minnesota,Cottonwood County,11242
50,35,Minnesota,Crow Wing County,65644
50,37,Minnesota,Dakota County,431807
50,39,Minnesota,Dodge County,20987
50,41,Minnesota,Douglas County,38328
50,43,Minnesota,Faribault County,13601
50,45,Minnesota,Fillmore County,21135
50,47,Minnesota,Freeborn County,30364
50,49,Minnesota,Goodhue County,46318
50,51,Minnesota,Grant County,6026
50,53,Minnesota,Hennepin County,1268408
50,55,Minnesota,Houston County,18632
50,57,Minnesota,Hubbard County,21783
50,59,Minnesota,Isanti County,41429
50,61,Minnesota,Itasca County,45268
50,63,Minnesota,Jackson County,9768
50,65,Minnesota,Kanabec County,16416
50,67,Minnesota,Kandiyohi County,43130
50,69,Minnesota,Kittson County,4214
50,71,Minnesota,Koochiching County,12059
50,73,Minnesota,Lac qui Parle County,6527
50,75,Minnesota,Lake County,10639
50,77,Minnesota,Lake of the Woods County,3754
50,79,Minnesota,Le Sueur County,28741
50,81,Minnesota,Lincoln County,5568
50,83,Minnesota,Lyon County,25271
50,85,Minnesota,McLeod County,35710
50,87,Minnesota,Mahnomen County,5473
50,89,Minnesota,Marshall County,9321
50,91,Minnesota,Martin County,19484
50,93,Minnesota,Meeker County,23341
50,95,Minnesota,Mille Lacs County,26146
50,97,Minnesota,Morrison County,33187
50,99,Minnesota,Mower County,40150
50,101,Minnesota,Murray County,8155
50,103,Minnesota,Nicollet County,34482
50,105,Minnesota,Nobles County,21400
50,107,Minnesota,Norman County,6338
50,109,Minnesota,Olmsted County,159298
50,111,Minnesota,Otter Tail County,58741
50,113,Minnesota,Pennington County,13874
50,115,Minnesota,Pine County,29359
50,117,Minnesota,Pipestone County,9121
50,119,Minnesota,Polk County,30900
50,121,Minnesota,Pope County,11277
50,123,Minnesota,Ramsey County,547903
50,125,Minnesota,Red Lake County,4046
50,127,Minnesota,Redwood County,15079
50,129,Minnesota,Renville County,14403
50,131,Minnesota,Rice County,67084
50,133,Minnesota,Rock County,9301
50,135,Minnesota,Roseau County,15117
50,137,Minnesota,St. Louis County,198538
50,139,Minnesota,Scott County,150689
50,141,Minnesota,Sherburne County,98811
50,143,Minnesota,Sibley County,14715
50,145,Minnesota,Stearns County,162038
50,147,Minnesota,Steele County,36596
50,149,Minnesota,Stevens County,9765
50,151,Minnesota,Swift County,9176
50,153,Minnesota,Todd County,24732
50,155,Minnesota,Traverse County,3218
50,157,Minnesota,Wabasha County,21642
50,159,Minnesota,Wadena County,13807
50,161,Minnesota,Waseca County,18550
50,163,Minnesota,Washington County,265476
50,165,Minnesota,Watonwan County,10792
50,167,Minnesota,Wilkin County,6161
50,169,Minnesota,Winona County,50485
50,171,Minnesota,Wright County,140249
50,173,Minnesota,Yellow Medicine County,9580
50,1,Mississippi,Adams County,30275
50,3,Mississippi,Alcorn County,36889
50,5,Mississippi,Amite County,12205
50,7,Mississippi,Attala County,18004
50,9,Mississippi,Benton County,8351
50,11,Mississippi,Bolivar County,30142
50,13,Mississippi,Calhoun County,14241
50,15,Mississippi,Carroll County,9732
50,17,Mississippi,Chickasaw County,16951
50,19,Mississippi,Choctaw County,8063
50,21,Mississippi,Claiborne County,8911
50,23,Mississippi,Clarke County,15299
50,25,Mississippi,Clay County,19352
50,27,Mississippi,Coahoma County,21564
50,29,Mississippi,Copiah County,27933
50,31,Mississippi,Covington County,18518
50,33,Mississippi,DeSoto County,188275
50,35,Mississippi,Forrest County,75009
50,37,Mississippi,Franklin County,7657
50,39,Mississippi,George County,24425
50,41,Mississippi,Greene County,13477
50,43,Mississippi,Grenada County,20610
50,45,Mississippi,Hancock County,48000
50,47,Mississippi,Harrison County,208801
50,49,Mississippi,Hinds County,227966
50,51,Mississippi,Holmes County,16726
50,53,Mississippi,Humphreys County,7827
50,55,Mississippi,Issaquena County,1220
50,57,Mississippi,Itawamba County,23261
50,59,Mississippi,Jackson County,143802
50,61,Mississippi,Jasper County,16332
50,63,Mississippi,Jefferson County,6997
50,65,Mississippi,Jefferson Davis County,10890
50,67,Mississippi,Jones County,67993
50,69,Mississippi,Kemper County,9521
50,71,Mississippi,Lafayette County,54408
50,73,Mississippi,Lamar County,64165
50,75,Mississippi,Lauderdale County,73751
50,77,Mississippi,Lawrence County,12480
50,79,Mississippi,Leake County,22741
50,81,Mississippi,Lee County,85466
50,83,Mississippi,Leflore County,27854
50,85,Mississippi,Lincoln County,33936
50,87,Mississippi,Lowndes County,58309
50,89,Mississippi,Madison County,106871
50,91,Mississippi,Marion County,24441
50,93,Mississippi,Marshall County,35301
50,95,Mississippi,Monroe County,35123
50,97,Mississippi,Montgomery County,9661
50,99,Mississippi,Neshoba County,28996
50,101,Mississippi,Newton County,20866
50,103,Mississippi,Noxubee County,10236
50,105,Mississippi,Oktibbeha County,49789
50,107,Mississippi,Panola County,33848
50,109,Mississippi,Pearl River County,55876
50,111,Mississippi,Perry County,11862
50,113,Mississippi,Pike County,38997
50,115,Mississippi,Pontotoc County,32461
50,117,Mississippi,Prentiss County,25013
50,119,Mississippi,Quitman County,6760
50,121,Mississippi,Rankin County,155975
50,123,Mississippi,Scott County,28061
50,125,Mississippi,Sharkey County,4160
50,127,Mississippi,Simpson County,26629
50,129,Mississippi,Smith County,15779
50,131,Mississippi,Stone County,18360
50,133,Mississippi,Sunflower County,24740
50,135,Mississippi,Tallahatchie County,13707
50,137,Mississippi,Tate County,28539
50,139,Mississippi,Tippah County,21748
50,141,Mississippi,Tishomingo County,19275
50,143,Mississippi,Tunica County,9392
50,145,Mississippi,Union County,28866
50,147,Mississippi,Walthall County,14294
50,149,Mississippi,Warren County,44841
50,151,Mississippi,Washington County,42837
50,153,Mississippi,Wayne County,20317
50,155,Mississippi,Webster County,9676
50,157,Mississippi,Wilkinson County,8351
50,159,Mississippi,Winston County,17845
50,161,Mississippi,Yalobusha County,11982
50,163,Mississippi,Yazoo County,26982
50,1,Missouri,Adair County,25399
50,3,Missouri,Andrew County,17586
50,5,Missouri,Atchison County,5096
50,7,Missouri,Audrain County,24835
50,9,Missouri,Barry County,35818
50,11,Missouri,Barton County,11592
50,13,Missouri,Bates County,16242
50,15,Missouri,Benton County,19627
50,17,Missouri,Bollinger County,12111
50,19,Missouri,Boone County,182991
50,21,Missouri,Buchanan County,86530
50,23,Missouri,Butler County,42178
50,25,Missouri,Caldwell County,9051
50,27,Missouri,Callaway County,44887
50,29,Missouri,Camden County,46414
50,31,Missouri,Cape Girardeau County,79512
50,33,Missouri,Carroll County,8554
50,35,Missouri,Carter County,5991
50,37,Missouri,Cass County,106806
50,39,Missouri,Cedar County,14322
50,41,Missouri,Chariton County,7360
50,43,Missouri,Christian County,90655
50,45,Missouri,Clark County,6830
50,47,Missouri,Clay County,253463
50,49,Missouri,Clinton County,20553
50,51,Missouri,Cole County,76191
50,53,Missouri,Cooper County,17102
50,55,Missouri,Crawford County,23739
50,57,Missouri,Dade County,7568
50,59,Missouri,Dallas County,17219
