SUMLEV,COUNTY,STNAME,CTYNAME,POP2020
50,91,Wisconsin,Pepin County,7271
50,93,Wisconsin,Pierce County,42700
50,95,Wisconsin,Polk County,43794
50,97,Wisconsin,Portage County,71032
50,99,Wisconsin,Price County,13245
50,101,Wisconsin,Racine County,195802
50,103,Wisconsin,Richland County,17258
50,105,Wisconsin,Rock County,163084
50,107,Wisconsin,Rusk County,14022
50,109,Wisconsin,St. Croix County,91838
50,111,Wisconsin,Sauk County,64449
50,113,Wisconsin,Sawyer County,16700
50,115,Wisconsin,Shawano County,40786
50,117,Wisconsin,Sheboygan County,115240
50,119,Wisconsin,Taylor County,20318
50,121,Wisconsin,Trempealeau County,29681
50,123,Wisconsin,Vernon County,30861
50,125,Wisconsin,Vilas County,22356
50,127,Wisconsin,Walworth County,103953
50,129,Wisconsin,Washburn County,15712
50,131,Wisconsin,Washington County,136445
50,133,Wisconsin,Waukesha County,406172
50,135,Wisconsin,Waupaca County,50664
50,137,Wisconsin,Waushara County,24326
50,139,Wisconsin,Winnebago County,171631
50,141,Wisconsin,Wood County,72560
50,1,Wyoming,Albany County,38950
50,3,Wyoming,Big Horn County,11575
50,5,Wyoming,Campbell County,46676
50,7,Wyoming,Carbon County,14711
50,9,Wyoming,Converse County,13804
50,11,Wyoming,Crook County,7593
50,13,Wyoming,Fremont County,39317
50,15,Wyoming,Goshen County,13235
50,17,Wyoming,Hot Springs County,4425
50,19,Wyoming,Johnson County,8588
50,21,Wyoming,Laramie County,100595
50,23,Wyoming,Lincoln County,20253
50,25,Wyoming,Natrona County,80815
50,27,Wyoming,Niobrara County,2275
50,29,Wyoming,Park County,29331
50,31,Wyoming,Platte County,8578
50,33,Wyoming,Sheridan County,30863
50,35,Wyoming,Sublette County,9856
50,37,Wyoming,Sweetwater County,42673
50,39,Wyoming,Teton County,23497
50,41,Wyoming,Uinta County,20215
50,43,Wyoming,Washakie County,7760
50,45,Wyoming,Weston County,6743
